date,departure_date,days_until_departure,fare_class,price,competitor_price,fuel_price_index,capacity,bookings,day_of_week,month,is_weekend,is_holiday
2023-10-27,2024-01-29,94,Business,1130.88,1340.01,108.89,40,3,0,1,0,0
2023-10-28,2024-01-29,93,Economy,358.38,388.5,108.71,180,33,0,1,0,0
2023-10-29,2024-01-29,92,Business,1074.49,835.06,110.71,40,4,0,1,0,0
2023-11-02,2024-01-29,88,Business,1199.63,855.98,103.6,40,4,0,1,0,0
2023-11-03,2024-01-29,87,Economy,319.85,325.47,98.79,180,15,0,1,0,0
2023-11-10,2024-01-29,80,Economy,378.62,428.27,105.09,180,36,0,1,0,0
2023-11-13,2024-01-29,77,Economy,370.01,419.62,113.76,180,21,0,1,0,0
2023-11-14,2024-01-29,76,Business,1166.07,1102.11,117.0,40,6,0,1,0,0
2023-11-18,2024-01-29,72,Business,1207.28,1051.18,114.29,40,6,0,1,0,0
2023-11-18,2024-01-29,72,Economy,354.88,377.32,109.53,180,27,0,1,0,0
2023-11-22,2024-01-29,68,Economy,379.66,301.29,106.83,180,39,0,1,0,0
2023-11-23,2024-01-29,67,Economy,359.35,402.94,107.2,180,31,0,1,0,0
2023-11-30,2024-01-29,60,Economy,405.23,406.45,104.0,180,37,0,1,0,0
2023-12-02,2024-01-29,58,Business,1285.31,1514.0,111.05,40,9,0,1,0,0
2023-12-05,2024-01-29,55,Economy,419.53,534.75,104.9,180,39,0,1,0,0
2023-12-19,2024-01-29,41,Economy,393.62,307.27,113.9,180,42,0,1,0,0
2023-12-21,2024-01-29,39,Business,1293.96,1284.13,113.53,40,10,0,1,0,0
2024-01-02,2024-01-29,27,Economy,393.27,355.25,106.62,180,46,0,1,0,0
2024-01-07,2024-01-29,22,Economy,448.03,397.28,96.3,180,50,0,1,0,0
2024-01-15,2024-01-29,14,Economy,449.13,379.66,110.05,180,49,0,1,0,0
2024-01-24,2024-01-29,5,Business,1412.17,1426.48,110.57,40,10,0,1,0,0
2024-01-26,2024-01-29,3,Business,1503.61,1258.67,110.88,40,11,0,1,0,0
2023-08-03,2024-01-30,180,Economy,218.55,148.78,104.91,180,2,1,1,0,0
2023-08-28,2024-01-30,155,Economy,304.87,246.84,109.86,180,4,1,1,0,0
2023-09-17,2024-01-30,135,Economy,276.0,334.37,106.59,180,5,1,1,0,0
2023-09-23,2024-01-30,129,Economy,322.43,319.85,109.85,180,13,1,1,0,0
2023-09-24,2024-01-30,128,Economy,306.4,377.42,109.02,180,17,1,1,0,0
2023-09-27,2024-01-30,125,Economy,335.78,346.96,116.92,180,21,1,1,0,0
2023-10-27,2024-01-30,95,Economy,331.24,271.12,121.66,180,22,1,1,0,0
2023-11-05,2024-01-30,86,Economy,376.58,415.43,119.83,180,27,1,1,0,0
2023-11-11,2024-01-30,80,Economy,374.47,507.01,108.23,180,31,1,1,0,0
2023-12-06,2024-01-30,55,Economy,409.45,432.7,99.78,180,33,1,1,0,0
2023-12-10,2024-01-30,51,Economy,378.34,368.67,110.07,180,40,1,1,0,0
2023-12-16,2024-01-30,45,Economy,421.83,452.63,110.7,180,45,1,1,0,0
2023-08-05,2024-02-01,180,Economy,235.77,220.15,114.95,180,1,3,2,0,0
2023-08-13,2024-02-01,172,Economy,274.14,282.34,129.68,180,4,3,2,0,0
2023-08-23,2024-02-01,162,Economy,275.88,361.81,113.09,180,10,3,2,0,0
2023-09-11,2024-02-01,143,Economy,266.0,215.77,122.56,180,12,3,2,0,0
2023-09-16,2024-02-01,138,Economy,288.92,268.51,121.02,180,18,3,2,0,0
2023-10-10,2024-02-01,114,Economy,310.66,395.75,111.65,180,24,3,2,0,0
2023-10-31,2024-02-01,93,Economy,331.48,300.67,112.73,180,5,3,2,0,0
2023-11-01,2024-02-01,92,Economy,317.15,358.21,118.21,180,8,3,2,0,0
2023-11-10,2024-02-01,83,Economy,345.04,374.28,120.77,180,10,3,2,0,0
2023-11-17,2024-02-01,76,Economy,359.02,285.67,110.21,180,15,3,2,0,0
2023-11-26,2024-02-01,67,Economy,395.32,391.13,117.54,180,28,3,2,0,0
2023-11-28,2024-02-01,65,Economy,373.88,431.35,115.23,180,19,3,2,0,0
2023-12-03,2024-02-01,60,Economy,406.63,505.2,121.22,180,30,3,2,0,0
2023-12-04,2024-02-01,59,Economy,381.5,334.34,111.08,180,34,3,2,0,0
2023-12-04,2024-02-01,59,Economy,377.85,405.04,118.92,180,22,3,2,0,0
2023-12-15,2024-02-01,48,Economy,407.71,405.1,119.38,180,38,3,2,0,0
2023-12-16,2024-02-01,47,Economy,385.38,354.94,111.7,180,44,3,2,0,0
2023-12-21,2024-02-01,42,Economy,417.53,353.33,122.41,180,30,3,2,0,0
2024-01-02,2024-02-01,30,Economy,421.98,384.51,112.75,180,34,3,2,0,0
2024-01-03,2024-02-01,29,Economy,413.02,428.84,115.33,180,51,3,2,0,0
2024-01-03,2024-02-01,29,Economy,408.4,500.9,111.94,180,40,3,2,0,0
2024-01-08,2024-02-01,24,Economy,446.91,389.74,118.62,180,41,3,2,0,0
2024-01-12,2024-02-01,20,Economy,434.98,379.93,110.57,180,48,3,2,0,0
2024-01-14,2024-02-01,18,Economy,416.08,518.7,112.94,180,55,3,2,0,0
2023-08-27,2024-02-04,161,Economy,265.69,335.18,121.16,180,6,6,2,1,0
2023-09-01,2024-02-04,156,Economy,262.44,253.89,118.71,180,10,6,2,1,0
2023-09-05,2024-02-04,152,Economy,280.25,261.7,118.08,180,19,6,2,1,0
2023-09-14,2024-02-04,143,Economy,283.74,311.31,116.45,180,22,6,2,1,0
2023-09-19,2024-02-04,138,Economy,286.73,335.56,121.19,180,25,6,2,1,0
2023-09-20,2024-02-04,137,Economy,311.33,324.59,120.25,180,30,6,2,1,0
2023-10-12,2024-02-04,115,Economy,315.82,318.48,115.91,180,32,6,2,1,0
2023-10-23,2024-02-04,104,Economy,307.22,291.18,121.14,180,39,6,2,1,0
2023-11-19,2024-02-04,77,Economy,365.63,388.68,121.45,180,44,6,2,1,0
2023-11-25,2024-02-04,71,Economy,352.19,360.94,117.04,180,47,6,2,1,0
2023-12-07,2024-02-04,59,Economy,359.8,361.42,115.9,180,53,6,2,1,0
2024-01-11,2024-02-04,24,Economy,410.46,448.95,115.92,180,59,6,2,1,0
2023-08-14,2024-02-05,175,Economy,231.81,214.62,119.32,180,9,0,2,0,0
2023-09-15,2024-02-05,143,Economy,290.52,194.86,107.21,180,15,0,2,0,0
2023-09-21,2024-02-05,137,Economy,316.07,316.45,116.74,180,26,0,2,0,0
2023-09-30,2024-02-05,128,Economy,288.09,310.83,114.06,180,31,0,2,0,0
2023-10-04,2024-02-05,124,Economy,306.39,357.22,115.68,180,34,0,2,0,0
2023-10-20,2024-02-05,108,Economy,303.91,336.01,127.02,180,38,0,2,0,0
2023-11-11,2024-02-05,86,Economy,350.41,391.0,117.83,180,43,0,2,0,0
2023-11-28,2024-02-05,69,Economy,337.94,409.98,122.0,180,50,0,2,0,0
2023-12-11,2024-02-05,56,Economy,409.84,410.97,114.83,180,57,0,2,0,0
2023-12-13,2024-02-05,54,Economy,385.37,315.29,112.54,180,62,0,2,0,0
2024-01-20,2024-02-05,16,Economy,427.22,465.33,116.1,180,72,0,2,0,0
2024-01-23,2024-02-05,13,Economy,421.93,490.01,119.1,180,76,0,2,0,0
2023-09-28,2024-02-07,132,First,2843.77,2993.9,119.68,12,2,2,2,0,0
2023-10-22,2024-02-07,108,First,3029.32,2659.36,118.21,12,4,2,2,0,0
2023-11-12,2024-02-07,87,First,3067.92,2769.23,125.35,12,6,2,2,0,0
2023-11-25,2024-02-07,74,First,3116.26,2562.49,122.49,12,6,2,2,0,0
2023-12-04,2024-02-07,65,First,3478.51,3346.64,116.26,12,6,2,2,0,0
2023-12-24,2024-02-07,45,First,3622.29,3173.3,120.91,12,7,2,2,0,0
2023-12-25,2024-02-07,44,First,3499.8,4224.93,125.7,12,7,2,2,0,0
2023-12-26,2024-02-07,43,First,3328.89,3573.87,121.57,12,7,2,2,0,0
2023-12-28,2024-02-07,41,First,3698.8,3900.34,116.96,12,7,2,2,0,0
2024-01-02,2024-02-07,36,First,3265.61,3431.98,118.25,12,8,2,2,0,0
2024-01-13,2024-02-07,25,First,3835.39,5017.38,117.71,12,9,2,2,0,0
2024-02-06,2024-02-07,1,First,4351.63,3683.45,118.34,12,9,2,2,0,0
2023-08-12,2024-02-08,180,Business,744.42,907.24,117.67,40,0,3,2,0,0
2023-08-13,2024-02-08,179,Economy,248.96,186.98,112.04,180,5,3,2,0,0
2023-08-18,2024-02-08,174,Economy,269.28,163.25,113.16,180,7,3,2,0,0
2023-08-20,2024-02-08,172,Economy,262.35,250.35,114.69,180,15,3,2,0,0
2023-08-31,2024-02-08,161,Business,796.08,971.38,121.25,40,1,3,2,0,0
2023-09-05,2024-02-08,156,Business,851.45,777.44,115.0,40,3,3,2,0,0
2023-09-11,2024-02-08,150,Business,945.73,1114.77,113.81,40,3,3,2,0,0
2023-09-21,2024-02-08,140,Economy,312.58,309.59,116.27,180,20,3,2,0,0
2023-09-28,2024-02-08,133,Business,954.27,1001.26,114.18,40,7,3,2,0,0
2023-09-29,2024-02-08,132,Economy,333.27,280.92,120.37,180,10,3,2,0,0
2023-09-30,2024-02-08,131,Economy,325.0,360.02,116.89,180,14,3,2,0,0
2023-10-04,2024-02-08,127,Economy,306.33,257.53,111.19,180,17,3,2,0,0
2023-10-18,2024-02-08,113,Economy,308.75,408.02,116.43,180,24,3,2,0,0
2023-10-19,2024-02-08,112,Economy,334.06,322.43,116.43,180,23,3,2,0,0
2023-10-30,2024-02-08,101,Economy,332.4,323.94,110.41,180,26,3,2,0,0
2023-10-31,2024-02-08,100,Business,1034.23,1224.57,120.47,40,9,3,2,0,0
2023-11-12,2024-02-08,88,Economy,338.45,294.76,121.17,180,24,3,2,0,0
2023-11-13,2024-02-08,87,Economy,358.3,360.78,120.8,180,28,3,2,0,0
2023-11-17,2024-02-08,83,Economy,369.09,384.71,118.56,180,34,3,2,0,0
2023-11-22,2024-02-08,78,Economy,391.39,351.88,114.95,180,40,3,2,0,0
2023-11-27,2024-02-08,73,Economy,370.48,240.76,116.85,180,28,3,2,0,0
2023-12-03,2024-02-08,67,Economy,392.46,349.66,123.82,180,42,3,2,0,0
2023-12-06,2024-02-08,64,Business,1204.73,1173.75,110.87,40,10,3,2,0,0
2023-12-08,2024-02-08,62,Economy,395.55,382.06,114.84,180,48,3,2,0,0
2023-12-11,2024-02-08,59,Economy,399.04,417.18,120.27,180,54,3,2,0,0
2023-12-14,2024-02-08,56,Business,1255.61,1002.09,109.54,40,14,3,2,0,0
2023-12-17,2024-02-08,53,Business,1340.61,1261.57,124.16,40,14,3,2,0,0
2023-12-21,2024-02-08,49,Business,1356.25,1408.47,121.59,40,14,3,2,0,0
2024-01-02,2024-02-08,37,Economy,420.97,374.12,110.55,180,31,3,2,0,0
2024-01-11,2024-02-08,28,Economy,390.74,415.38,120.05,180,61,3,2,0,0
2024-01-11,2024-02-08,28,Economy,419.11,393.45,119.29,180,38,3,2,0,0
2024-01-18,2024-02-08,21,Economy,433.39,469.98,117.41,180,42,3,2,0,0
2024-01-20,2024-02-08,19,Economy,420.23,349.43,118.92,180,46,3,2,0,0
2024-01-27,2024-02-08,12,Business,1440.88,1516.08,116.16,40,14,3,2,0,0
2024-01-29,2024-02-08,10,Business,1340.76,1341.62,117.39,40,15,3,2,0,0
2024-02-07,2024-02-08,1,Economy,476.63,422.6,117.6,180,51,3,2,0,0
2023-08-16,2024-02-11,179,Economy,230.79,315.48,109.35,180,6,6,2,1,0
2023-08-19,2024-02-11,176,Economy,225.99,217.71,115.74,180,10,6,2,1,0
2023-09-05,2024-02-11,159,Economy,258.28,284.07,117.38,180,14,6,2,1,0
2023-09-16,2024-02-11,148,Economy,293.72,310.28,121.65,180,2,6,2,1,0
2023-09-23,2024-02-11,141,Economy,296.93,344.29,114.06,180,8,6,2,1,0
2023-10-02,2024-02-11,132,Economy,300.0,292.92,116.52,180,20,6,2,1,0
2023-10-10,2024-02-11,124,Economy,299.45,222.36,115.11,180,23,6,2,1,0
2023-10-21,2024-02-11,113,Economy,305.22,330.49,108.5,180,29,6,2,1,0
2023-11-07,2024-02-11,96,Economy,375.1,355.31,121.2,180,33,6,2,1,0
2023-11-17,2024-02-11,86,Economy,364.34,329.21,120.06,180,38,6,2,1,0
2023-11-19,2024-02-11,84,Economy,337.83,376.1,119.08,180,23,6,2,1,0
2023-11-21,2024-02-11,82,Economy,362.44,400.66,123.51,180,30,6,2,1,0
2023-11-24,2024-02-11,79,Economy,354.84,356.22,107.31,180,42,6,2,1,0
2023-11-28,2024-02-11,75,Economy,347.7,266.14,118.42,180,48,6,2,1,0
2023-12-03,2024-02-11,70,Economy,360.21,399.79,112.32,180,40,6,2,1,0
2024-01-03,2024-02-11,39,Economy,422.43,443.18,116.04,180,53,6,2,1,0
2024-01-04,2024-02-11,38,Economy,432.18,373.31,118.74,180,58,6,2,1,0
2024-01-11,2024-02-11,31,Economy,436.54,416.62,116.25,180,46,6,2,1,0
2024-01-18,2024-02-11,24,Economy,418.13,377.39,111.05,180,67,6,2,1,0
2024-01-20,2024-02-11,22,Economy,454.98,468.74,112.27,180,55,6,2,1,0
2024-01-28,2024-02-11,14,Economy,431.92,319.62,115.34,180,60,6,2,1,0
2024-01-29,2024-02-11,13,Economy,443.43,460.49,120.76,180,79,6,2,1,0
2024-01-30,2024-02-11,12,Economy,422.61,462.85,116.48,180,90,6,2,1,0
2024-02-10,2024-02-11,1,Economy,478.92,554.53,119.6,180,74,6,2,1,0
2023-08-28,2024-02-12,168,Business,858.86,910.33,115.48,40,0,0,2,0,0
2023-09-03,2024-02-12,162,Business,955.66,1099.46,121.43,40,0,0,2,0,0
2023-09-11,2024-02-12,154,Business,847.67,1010.11,113.1,40,1,0,2,0,0
2023-09-12,2024-02-12,153,Business,804.57,842.98,113.28,40,2,0,2,0,0
2023-09-17,2024-02-12,148,Business,1010.64,1221.29,116.03,40,2,0,2,0,0
2023-10-15,2024-02-12,120,Business,1058.31,1236.44,115.6,40,3,0,2,0,0
2023-10-18,2024-02-12,117,Business,1052.36,1031.35,116.72,40,7,0,2,0,0
2023-11-14,2024-02-12,90,Business,1210.89,1309.43,133.68,40,7,0,2,0,0
2023-12-02,2024-02-12,72,Business,1143.19,1215.01,119.31,40,10,0,2,0,0
2024-01-06,2024-02-12,37,Business,1354.54,1159.29,124.36,40,11,0,2,0,0
2024-01-27,2024-02-12,16,Business,1397.24,1444.63,116.93,40,12,0,2,0,0
2024-02-04,2024-02-12,8,Business,1351.67,1139.07,113.56,40,16,0,2,0,0
2023-08-27,2024-02-13,170,Economy,255.02,288.21,113.96,180,2,1,2,0,0
2023-09-10,2024-02-13,156,Economy,292.69,284.6,110.96,180,5,1,2,0,0
2023-09-14,2024-02-13,152,Economy,275.67,307.36,116.12,180,10,1,2,0,0
2023-10-14,2024-02-13,122,Economy,307.99,386.18,113.75,180,14,1,2,0,0
2023-10-18,2024-02-13,118,Economy,305.09,363.72,117.69,180,18,1,2,0,0
2023-10-24,2024-02-13,112,Economy,318.34,370.68,113.71,180,22,1,2,0,0
2023-11-04,2024-02-13,101,Economy,343.46,220.94,118.95,180,25,1,2,0,0
2023-11-12,2024-02-13,93,Economy,346.17,343.44,120.39,180,27,1,2,0,0
2023-11-19,2024-02-13,86,Economy,341.76,346.89,109.84,180,29,1,2,0,0
2023-12-18,2024-02-13,57,Economy,406.87,435.68,120.16,180,33,1,2,0,0
2024-01-02,2024-02-13,42,Economy,414.98,361.76,118.08,180,37,1,2,0,0
2024-02-04,2024-02-13,9,Economy,438.22,406.35,114.52,180,42,1,2,0,0
2023-08-27,2024-02-15,172,Economy,251.17,168.8,122.16,180,3,3,2,0,0
2023-08-27,2024-02-15,172,Economy,262.75,233.18,126.25,180,6,3,2,0,0
2023-09-02,2024-02-15,166,Economy,244.91,223.24,111.64,180,10,3,2,0,0
2023-09-19,2024-02-15,149,Economy,287.51,285.7,119.48,180,11,3,2,0,0
2023-09-22,2024-02-15,146,Economy,292.27,313.09,113.86,180,15,3,2,0,0
2023-09-29,2024-02-15,139,Economy,290.82,367.58,112.8,180,17,3,2,0,0
2023-10-05,2024-02-15,133,Economy,294.66,228.89,122.75,180,21,3,2,0,0
2023-10-08,2024-02-15,130,Economy,308.34,367.59,111.94,180,18,3,2,0,0
2023-10-13,2024-02-15,125,Economy,303.89,257.66,110.99,180,21,3,2,0,0
2023-10-20,2024-02-15,118,Economy,317.58,378.08,114.65,180,24,3,2,0,0
2023-10-22,2024-02-15,116,Economy,318.94,354.65,113.56,180,27,3,2,0,0
2023-10-23,2024-02-15,115,Economy,305.98,263.89,120.35,180,24,3,2,0,0
2023-10-24,2024-02-15,114,Economy,324.81,371.32,121.37,180,29,3,2,0,0
2023-11-05,2024-02-15,102,Economy,342.85,412.69,123.1,180,33,3,2,0,0
2023-11-07,2024-02-15,100,Economy,344.28,337.16,117.7,180,33,3,2,0,0
2023-11-09,2024-02-15,98,Economy,365.53,415.34,118.77,180,35,3,2,0,0
2023-12-01,2024-02-15,76,Economy,362.11,280.95,117.05,180,36,3,2,0,0
2023-12-23,2024-02-15,54,Economy,427.2,481.54,115.21,180,41,3,2,0,0
2024-01-08,2024-02-15,38,Economy,415.25,358.28,118.82,180,42,3,2,0,0
2024-01-18,2024-02-15,28,Economy,362.46,430.04,118.0,180,48,3,2,0,0
2024-01-20,2024-02-15,26,Economy,399.63,405.7,111.93,180,42,3,2,0,0
2024-01-29,2024-02-15,17,Economy,438.86,469.3,121.28,180,53,3,2,0,0
2024-02-07,2024-02-15,8,Economy,472.0,472.47,113.48,180,47,3,2,0,0
2024-02-08,2024-02-15,7,Economy,437.19,470.06,117.91,180,55,3,2,0,0
2023-08-20,2024-02-16,180,Business,702.47,652.19,121.13,40,1,4,2,0,0
2023-08-21,2024-02-16,179,Business,809.53,965.94,115.84,40,4,4,2,0,0
2023-08-24,2024-02-16,176,Business,795.56,896.82,125.05,40,5,4,2,0,0
2023-08-28,2024-02-16,172,Business,859.81,971.84,115.52,40,6,4,2,0,0
2023-09-07,2024-02-16,162,Business,945.67,1051.01,117.54,40,6,4,2,0,0
2023-09-25,2024-02-16,144,Business,953.86,937.31,118.27,40,7,4,2,0,0
2023-10-01,2024-02-16,138,Business,895.21,837.19,117.81,40,8,4,2,0,0
2023-10-05,2024-02-16,134,Business,931.47,854.51,125.61,40,8,4,2,0,0
2023-10-08,2024-02-16,131,Business,925.38,1304.5,120.27,40,8,4,2,0,0
2023-10-17,2024-02-16,122,Business,1004.11,1014.27,121.55,40,8,4,2,0,0
2023-12-18,2024-02-16,60,Business,1250.5,1149.25,121.26,40,8,4,2,0,0
2024-02-07,2024-02-16,9,Business,1335.25,982.76,109.49,40,8,4,2,0,0
2023-08-23,2024-02-18,179,Economy,238.69,276.63,109.83,180,6,6,2,1,0
2023-09-08,2024-02-18,163,Economy,268.1,237.33,118.17,180,6,6,2,1,0
2023-09-08,2024-02-18,163,Economy,257.68,224.64,116.87,180,10,6,2,1,0
2023-09-15,2024-02-18,156,Economy,286.56,250.02,110.79,180,13,6,2,1,0
2023-09-28,2024-02-18,143,Economy,278.48,281.43,114.22,180,10,6,2,1,0
2023-10-01,2024-02-18,140,Economy,275.03,275.52,127.23,180,17,6,2,1,0
2023-10-03,2024-02-18,138,Economy,282.4,260.67,116.85,180,14,6,2,1,0
2023-10-10,2024-02-18,131,Economy,306.0,226.64,117.06,180,18,6,2,1,0
2023-10-17,2024-02-18,124,Economy,291.69,229.77,122.93,180,24,6,2,1,0
2023-10-19,2024-02-18,122,Economy,332.39,288.48,119.07,180,23,6,2,1,0
2023-10-23,2024-02-18,118,Economy,327.44,308.49,113.98,180,27,6,2,1,0
2023-10-25,2024-02-18,116,Economy,327.06,301.47,116.0,180,33,6,2,1,0
2023-10-26,2024-02-18,115,Economy,340.43,298.05,116.93,180,37,6,2,1,0
2023-10-31,2024-02-18,110,Economy,337.76,291.95,114.0,180,41,6,2,1,0
2023-11-07,2024-02-18,103,Economy,335.32,384.3,115.01,180,30,6,2,1,0
2023-11-10,2024-02-18,100,Economy,338.22,347.08,105.53,180,34,6,2,1,0
2023-11-12,2024-02-18,98,Economy,329.64,402.32,114.39,180,43,6,2,1,0
2023-11-13,2024-02-18,97,Economy,385.35,436.55,123.84,180,16,6,2,1,0
2023-11-19,2024-02-18,91,Economy,351.53,366.06,123.93,180,19,6,2,1,0
2023-11-20,2024-02-18,90,Economy,321.75,286.32,107.25,180,47,6,2,1,0
2023-11-25,2024-02-18,85,Economy,384.25,390.07,114.2,180,21,6,2,1,0
2023-11-26,2024-02-18,84,Economy,333.78,258.66,116.35,180,29,6,2,1,0
2023-12-02,2024-02-18,78,Economy,355.89,296.68,115.66,180,51,6,2,1,0
2023-12-05,2024-02-18,75,Economy,386.45,386.91,121.28,180,36,6,2,1,0
2023-12-17,2024-02-18,63,Economy,390.48,415.46,114.52,180,42,6,2,1,0
2023-12-22,2024-02-18,58,Economy,355.94,295.12,117.1,180,50,6,2,1,0
2023-12-29,2024-02-18,51,Economy,393.82,374.83,116.31,180,58,6,2,1,0
2024-01-04,2024-02-18,45,Economy,411.73,423.83,108.76,180,57,6,2,1,0
2024-01-07,2024-02-18,42,Economy,406.45,239.06,112.79,180,48,6,2,1,0
2024-01-07,2024-02-18,42,Economy,415.34,456.85,119.86,180,63,6,2,1,0
2024-01-09,2024-02-18,40,Economy,381.48,391.79,110.56,180,69,6,2,1,0
2024-01-11,2024-02-18,38,Economy,401.12,391.73,115.86,180,52,6,2,1,0
2024-01-15,2024-02-18,34,Economy,430.77,483.32,117.08,180,55,6,2,1,0
2024-01-20,2024-02-18,29,Economy,385.18,381.38,114.5,180,63,6,2,1,0
2024-02-10,2024-02-18,8,Economy,435.42,415.86,113.84,180,69,6,2,1,0
2024-02-12,2024-02-18,6,Economy,439.17,455.8,121.09,180,61,6,2,1,0
2023-08-31,2024-02-19,172,Economy,273.04,256.64,112.1,180,5,0,2,0,0
2023-09-05,2024-02-19,167,Economy,255.09,280.11,118.18,180,4,0,2,0,0
2023-09-12,2024-02-19,160,Economy,278.75,336.17,118.64,180,11,0,2,0,0
2023-09-18,2024-02-19,154,Economy,295.09,331.41,123.58,180,5,0,2,0,0
2023-10-04,2024-02-19,138,Economy,303.51,277.04,119.66,180,14,0,2,0,0
2023-10-05,2024-02-19,137,Economy,272.74,277.35,125.25,180,23,0,2,0,0
2023-10-13,2024-02-19,129,Economy,314.26,284.84,106.73,180,25,0,2,0,0
2023-10-19,2024-02-19,123,Economy,329.22,256.56,120.89,180,9,0,2,0,0
2023-10-29,2024-02-19,113,Economy,330.55,240.89,106.69,180,13,0,2,0,0
2023-11-17,2024-02-19,94,Economy,363.17,386.01,118.06,180,14,0,2,0,0
2023-11-22,2024-02-19,89,Economy,351.66,350.72,115.96,180,16,0,2,0,0
2023-11-28,2024-02-19,83,Economy,339.02,379.8,112.44,180,19,0,2,0,0
2023-12-08,2024-02-19,73,Economy,372.15,321.62,113.83,180,33,0,2,0,0
2023-12-09,2024-02-19,72,Economy,366.51,482.82,124.29,180,36,0,2,0,0
2023-12-18,2024-02-19,63,Economy,396.93,356.62,123.42,180,26,0,2,0,0
2023-12-23,2024-02-19,58,Economy,384.39,557.15,111.93,180,40,0,2,0,0
2023-12-24,2024-02-19,57,Economy,403.06,361.61,112.4,180,27,0,2,0,0
2024-01-07,2024-02-19,43,Economy,397.78,440.16,123.84,180,32,0,2,0,0
2024-01-09,2024-02-19,41,Economy,383.32,389.44,119.88,180,46,0,2,0,0
2024-01-12,2024-02-19,38,Economy,380.45,380.39,119.87,180,34,0,2,0,0
2024-01-14,2024-02-19,36,Economy,405.5,420.85,114.93,180,52,0,2,0,0
2024-02-03,2024-02-19,16,Economy,403.35,426.33,121.02,180,57,0,2,0,0
2024-02-09,2024-02-19,10,Economy,418.11,354.0,112.93,180,37,0,2,0,0
2024-02-15,2024-02-19,4,Economy,465.25,507.23,121.95,180,69,0,2,0,0
2023-09-13,2024-02-20,160,Business,1012.29,1172.41,118.94,40,1,1,2,0,0
2023-09-14,2024-02-20,159,Business,937.04,1177.33,124.71,40,1,1,2,0,0
2023-09-25,2024-02-20,148,Business,856.41,918.99,111.11,40,1,1,2,0,0
2023-10-02,2024-02-20,141,Business,949.89,1024.44,121.84,40,3,1,2,0,0
2023-11-01,2024-02-20,111,Business,1039.85,804.77,107.3,40,4,1,2,0,0
2023-11-26,2024-02-20,86,Business,1183.7,1380.5,114.22,40,4,1,2,0,0
2023-12-05,2024-02-20,77,Business,1127.67,815.44,117.94,40,4,1,2,0,0
2023-12-11,2024-02-20,71,Business,1161.42,1505.56,109.69,40,4,1,2,0,0
2024-01-26,2024-02-20,25,Business,1283.91,1458.82,118.81,40,5,1,2,0,0
2024-01-27,2024-02-20,24,Business,1302.81,1484.02,126.17,40,5,1,2,0,0
2024-02-06,2024-02-20,14,Business,1327.84,1395.35,129.46,40,6,1,2,0,0
2024-02-14,2024-02-20,6,Business,1366.15,1357.53,120.42,40,10,1,2,0,0
2023-09-24,2024-02-21,150,Economy,302.17,214.62,118.59,180,4,2,2,0,0
2023-10-05,2024-02-21,139,Economy,319.61,416.58,113.25,180,8,2,2,0,0
2023-10-15,2024-02-21,129,Economy,332.54,387.54,112.02,180,10,2,2,0,0
2023-10-30,2024-02-21,114,Economy,341.62,351.26,118.32,180,13,2,2,0,0
2023-11-22,2024-02-21,91,Economy,328.19,398.79,119.84,180,15,2,2,0,0
2023-12-07,2024-02-21,76,Economy,383.68,336.08,117.3,180,20,2,2,0,0
2023-12-08,2024-02-21,75,Economy,369.19,475.72,115.7,180,24,2,2,0,0
2023-12-18,2024-02-21,65,Economy,411.44,457.73,118.86,180,26,2,2,0,0
2023-12-28,2024-02-21,55,Economy,406.34,405.54,115.74,180,29,2,2,0,0
2024-01-04,2024-02-21,48,Economy,383.41,405.22,124.96,180,32,2,2,0,0
2024-02-04,2024-02-21,17,Economy,425.34,527.71,110.21,180,37,2,2,0,0
2024-02-19,2024-02-21,2,Economy,474.1,348.72,123.26,180,44,2,2,0,0
2023-10-06,2024-02-22,139,First,2723.52,2233.48,116.43,12,1,3,2,0,0
2023-11-01,2024-02-22,113,First,2765.66,2481.66,117.82,12,2,3,2,0,0
2023-11-09,2024-02-22,105,First,2712.24,2840.53,111.89,12,2,3,2,0,0
2023-11-10,2024-02-22,104,First,2805.0,2521.14,114.37,12,3,3,2,0,0
2023-11-11,2024-02-22,103,First,3024.3,3021.69,110.67,12,3,3,2,0,0
2023-11-16,2024-02-22,98,First,2993.83,3515.53,113.78,12,6,3,2,0,0
2023-11-20,2024-02-22,94,First,3010.53,2617.5,126.11,12,8,3,2,0,0
2023-12-08,2024-02-22,76,First,2918.36,3476.32,120.44,12,10,3,2,0,0
2024-01-01,2024-02-22,52,First,3268.08,3199.41,112.44,12,11,3,2,0,0
2024-02-12,2024-02-22,10,First,4147.41,4378.69,121.94,12,12,3,2,0,0
2024-02-14,2024-02-22,8,First,3934.02,3307.81,112.91,12,12,3,2,0,0
2024-02-19,2024-02-22,3,First,3736.95,4112.86,114.66,12,12,3,2,0,0
2023-09-06,2024-02-23,170,Economy,268.81,297.98,113.48,180,2,4,2,0,0
2023-09-08,2024-02-23,168,First,2261.15,2677.93,119.33,12,2,4,2,0,0
2023-09-10,2024-02-23,166,Economy,255.7,258.54,112.59,180,7,4,2,0,0
2023-09-10,2024-02-23,166,First,2415.64,3110.69,107.34,12,2,4,2,0,0
2023-10-03,2024-02-23,143,Economy,268.68,243.69,115.28,180,12,4,2,0,0
2023-10-10,2024-02-23,136,First,2265.68,2584.46,117.28,12,2,4,2,0,0
